1001,2173
1003,6966
1005,1061
1007,878
1009,2095
1011,655
1013,1024
1015,4892
1017,1392
1019,787
1021,1946
1023,395
1025,1406
1027,776
1029,590
1031,1878
1033,2307
1035,577
1037,223
1039,1892
1041,621
1043,2831
1045,1926
1047,1907
1049,3691
1051,3314
1053,1768
1055,4530
1057,608
1059,2185
1061,975
1063,351
1065,796
1067,747
1069,4320
1071,2347
1073,24472
1075,534
1077,2743
1079,941
1081,6715
1083,3108
1085,728
1087,565
1089,9787
1091,1066
1093,1127
1095,4570
1097,17298
1099,668
1101,10702
1103,4523
1105,606
1107,929
1109,1385
1111,865
1113,2007
1115,3240
1117,7788
1119,488
1121,2808
1123,1403
1125,10792
1127,2966
1129,774
1131,576
1133,981
0,6
2013,6
2016,8
2020,8313
2050,480
2068,27
2070,38
2090,2226
2100,7
2105,31
2110,498
2122,941
2130,69
2150,80
2158,250
2164,46
2170,1494
2180,134
2185,264
2188,247
2195,15
2198,34
2220,66
2230,8
2240,76
2261,127
2275,13
2290,118
4001,4003
4003,2205
4005,5405
4007,1989
4009,1281
4011,104
4012,628
4013,159781
4015,4453
4017,6538
4019,28824
4021,12174
4023,3065
4025,3029
4027,13994
0,1640
5001,726
5003,573
5005,776
5007,8619
5009,1099
5011,373
5013,59
5015,1049
5017,1056
5019,530
5021,517
5023,500
5025,257
5027,757
5029,361
5031,4938
5033,2189
5035,2532
5037,616
5039,188
5041,431
5043,440
5045,3543
5047,575
5049,348
5051,2645
5053,382
5055,1666
5057,593
5059,2297
5061,625
5063,1528
5065,673
5067,907
5069,4302
5071,1063
5073,201
5075,884
5077,1113
5079,2337
5081,489
5083,617
5085,1877
5087,444
5089,180
5091,1613
5093,2412
5095,230
5097,188
5099,335
5101,324
5103,401
5105,152
5107,781
5109,276
5111,1203
5113,374
5115,2835
5117,248
5119,12467
5121,693
5123,1794
5125,3056
5127,233
5129,212
5131,5104
5133,1409
5135,384
5137,409
5139,1187
5141,215
5143,11881
5145,1622
5147,136
5149,1368
6000,21
6001,23994
6003,3
6005,311
6007,3144
6009,354
6011,557
6013,19254
6015,181
6017,1388
6019,31409
6021,685
6023,571
6025,13038
6027,241
6029,34457
6031,8326
6033,704
6035,765
6037,309190
6039,5094
6041,7131
6043,81
6045,1165
6047,9674
6049,50
6051,182
6053,11802
6055,2021
6057,642
6059,60115
6061,4353
6063,76
6065,68050
6067,26185
6069,1461
6071,65207
6073,57102
6075,12454
6077,22106
6079,4298
6081,11371
6083,9944
6085,25139
6087,2884
6089,2046
6091,6
6093,241
6095,7634
6097,9646
6099,17979
6101,1912
6103,921
6105,33
6107,17852
6109,291
6111,14410
6113,3266
6115,1353
0,23
8001,15538
8003,360
8005,13956
8007,68
8009,37
8011,18
8013,5988
8014,1091
8015,433
8017,15
8019,93
8021,82
8023,42
8025,99
8027,24
8029,217
8031,19878
8033,3
8035,4458
8037,1521
8039,246
8041,11214
8043,839
8045,1239
8047,30
8049,159
8051,322
8053,4
8055,38
8057,9
8059,9533
8061,6
8063,139
8065,143
8067,395
8069,4555
8071,85
8073,25
8075,1321
8077,1757
8079,21
8081,77
8083,229
8085,493
8087,913
8089,182
8091,40
8093,109
8095,61
8097,298
8099,202
8101,2436
8103,31
8105,132
8107,230
8109,147
8111,10
8113,110
8115,46
8117,778
8119,263
8121,106
8123,6766
8125,227
0,141
9001,24155
9003,18184
9005,2305
9007,2018
9009,17352
9011,3803
9013,1780
9015,1469
0,91
10001,3606
10003,13259
10005,8170
11001,17369
0,1925
12001,10706
12003,1805
12005,6879
12007,1241
12009,11780
12011,86961
12013,731
12015,3741
12017,3308
12019,6200
12021,14664
12023,4300
12027,1685
12029,910
12031,35429
12033,13704
12035,2181
12037,784
12039,3072
12041,614
12043,610
12045,956
12047,910
12049,1625
12051,2242
12053,3812
12055,2706
12057,48669
12059,932
12061,3927
12063,3162
12065,682
12067,1279
12069,8729
12071,23685
12073,12430
12075,1159
12077,539
12079,1084
12081,13550
12083,10977
12085,5425
12086,186809
12087,2334
12089,2504
12091,6545
12093,1763
12095,46725
12097,14380
12099,52779
12101,11063
12103,26214
12105,23306
12107,2412
12109,6639
12111,9179
12113,6021
12115,9811
12117,10470
12119,2960
12121,3022
12123,1496
12125,1147
12127,13008
12129,1334
12131,2526
12133,1255
0,17017
13001,1179
13003,486
13005,640
13007,92
13009,2337
13011,574
13013,2672
13015,3714
13017,887
13019,503
13021,6707
13023,515
13025,473
13027,553
13029,1313
13031,3128
13033,901
13035,749
13037,277
13039,1459
13043,550
13045,3428
13047,1493
13049,649
13051,9547
13053,1804
13055,976
13057,7364
13059,5865
13061,124
13063,8467
13065,461
13067,22375
13069,2305
13071,2142
13073,4500
13075,614
13077,3018
13079,196
13081,664
13083,376
13085,927
13087,1315
13089,21678
13091,642
13093,379
13095,3318
13097,4204
13099,558
13101,246
13103,1863
13105,769
13107,1216
13109,489
13111,841
13113,2193
13115,4114
13117,4906
13119,962
13121,31753
13123,1065
13125,52
13127,3792
13129,2455
13131,871
13133,584
13135,31218
13137,1909
13139,10845
13141,419
13143,673
13145,857
13147,601
13149,241
13151,6395
13153,3740
13155,361
13157,2473
13159,249
13161,811
13163,857
13165,472
13167,440
13169,657
13171,432
13173,320
13175,2038
13177,756
13179,1289
13181,241
13183,279
13185,4535
13187,1064
13189,703
13191,316
13193,255
13195,815
13197,205
13199,599
13201,316
13205,850
13207,774
13209,377
13211,540
13213,1105
13215,6419
13217,2925
13219,877
13221,432
13223,3251
13225,805
13227,820
13229,688
13231,395
13233,1751
13235,343
13237,821
13239,41
13241,437
13243,340
13245,8160
13247,2175
13249,109
13251,454
13253,396
13255,1631
13257,1293
13259,571
13261,967
13263,180
13265,31
13267,955
13269,237
13271,495
13273,341
13275,1625
13277,1984
13279,1523
13281,455
13283,317
13285,3069
13287,339
13289,224
13291,912
13293,843
13295,1952
13297,2394
13299,1765
13301,170
13303,792
13305,1268
13307,44
13309,370
13311,1022
13313,5701
13315,259
13317,317
13319,374
13321,612
0,79
15001,1300
15003,13186
15007,65
15009,524
16001,17451
16003,65
16005,2732
16007,77
16009,188
16011,1664
16013,916
16015,87
16017,527
16019,4764
16021,203
16023,104
16025,41
16027,10417
16029,306
16031,1469
16033,40
16035,149
16037,98
16039,581
16041,384
16043,504
16045,452
16047,636
16049,380
16051,1025
16053,1198
16055,4509
16057,982
16059,290
16061,85
16063,240
16065,2751
16067,1260
16069,924
16071,64
16073,406
16075,1174
16077,376
16079,288
16081,305
16083,4363
16085,129
16087,484
0,61
17001,2223
17003,154
17005,544
17007,2171
17009,127
17011,1022
17013,84
17015,506
17017,476
17019,6824
17021,912
17023,334
17025,350
17027,1919
17029,2178
17031,193102
17033,684
17035,323
17037,2779
17039,303
17041,825
17043,25681
17045,175
17047,116
17049,1330
17051,735
17053,222
17055,1110
17057,657
17059,117
17061,342
17063,1125
17065,148
17067,369
17069,59
17071,137
17073,888
17075,572
17077,1660
17079,294
17081,1017
17083,495
17085,584
17087,408
17089,18650
17091,3867
17093,3083
17095,1467
17097,22618
17099,2776
17101,379
17103,926
17105,769
17107,666
17109,828
17111,7265
17113,4500
17115,3685
17117,877
17119,7751
17121,1207
17123,174
17125,361
17127,172
17129,193
17131,339
17133,1068
17135,687
17137,1064
17139,496
17141,1428
17143,5083
17145,507
17147,290
17149,441
17151,45
17153,247
17155,107
17157,1403
17159,355
17161,4522
17163,8405
17165,653
17167,4638
17169,101
17171,116
17173,770
17175,102
17177,1242
17179,3034
17181,821
17183,1974
17185,264
17187,570
17189,353
17191,546
17193,299
17195,1804
17197,20657
17199,2062
17201,11638
17203,781
18001,1000
18003,9673
18005,1612
18007,123
18009,298
18011,1440
18013,160
18015,386
18017,2407
18019,3329
18021,554
18023,1059
18025,178
18027,1012
18029,1157
18031,646
18033,916
18035,3399
18037,1635
18039,10404
18041,1048
18043,2038
18045,403
18047,417
18049,442
18051,1040
18053,1907
18055,642
18057,7118
18059,1385
18061,891
18063,3714
18065,1569
18067,1836
18069,555
18071,1303
18073,821
18075,430
18077,449
18079,445
18081,3640
18083,958
18085,2365
18087,882
18089,16078
18091,2627
18093,1099
18095,2880
18097,27861
18099,1641
18101,215
18103,785
18105,3562
18107,738
18109,1093
18111,278
18113,1361
18115,151
18117,457
18119,240
18121,296
18123,515
18125,383
18127,4025
18129,855
18131,200
18133,844
18135,550
18137,566
18139,344
18141,10679
18143,614
18145,1537
18147,464
18149,532
18151,756
18153,505
18155,112
18157,4502
18159,309
18161,160
18163,6699
18165,307
